from,to,value,type,lng1,lat1,lng2,lat2
阳泉,上海,0.5,move_out,113.569238,37.869529,121.487899,31.249162
马鞍山,上海,6.37,move_out,118.515882,31.688528,121.487899,31.249162
马鞍山,上海,2.12,move_in,118.515882,31.688528,121.487899,31.249162
咸宁,上海,2.06,move_out,114.300061,29.880657,121.487899,31.249162
咸宁,上海,0.67,move_in,114.300061,29.880657,121.487899,31.249162
上饶,上海,6.2,move_out,117.955464,28.457623,121.487899,31.249162
上饶,上海,2.89,move_in,117.955464,28.457623,121.487899,31.249162
聊城,上海,1.08,move_out,115.986869,36.455829,121.487899,31.249162
达州,上海,0.48,move_out,107.494973,31.214199,121.487899,31.249162
宿州,上海,6.41,move_out,116.988692,33.636772,121.487899,31.249162
宿州,上海,2.5,move_in,116.988692,33.636772,121.487899,31.249162
随州,上海,1.91,move_out,113.379358,31.717858,121.487899,31.249162
德州,上海,0.57,move_out,116.328161,37.460826,121.487899,31.249162
恩施,上海,1.48,move_out,109.517433,30.308978,121.487899,31.249162
恩施,上海,0.81,move_in,109.517433,30.308978,121.487899,31.249162
大兴安岭,上海,0.29,move_out,124.196104,51.991789,121.487899,31.249162
七台河,上海,0.18,move_out,131.019048,45.775005,121.487899,31.249162
哈尔滨,上海,0.82,move_out,126.657717,45.773225,121.487899,31.249162
延边,上海,0.74,move_out,129.485902,42.896414,121.487899,31.249162
吉林,上海,0.54,move_out,126.564544,43.871988,121.487899,31.249162
海北,上海,0.31,move_in,100.879802,36.960654,121.487899,31.249162
德阳,上海,0.17,move_out,104.402398,31.13114,121.487899,31.249162
德阳,上海,0.17,move_in,104.402398,31.13114,121.487899,31.249162
成都,上海,0.64,move_out,104.067923,30.679943,121.487899,31.249162
成都,上海,0.3,move_in,104.067923,30.679943,121.487899,31.249162
雅安,上海,0.09,move_out,103.009356,29.999716,121.487899,31.249162
雅安,上海,0.27,move_in,103.009356,29.999716,121.487899,31.249162
眉山,上海,0.14,move_out,103.84143,30.061115,121.487899,31.249162
乐山,上海,0.18,move_in,103.760824,29.600958,121.487899,31.249162
喀什,上海,0.25,move_out,75.992973,39.470627,121.487899,31.249162
喀什,上海,0.36,move_in,75.992973,39.470627,121.487899,31.249162
克孜,上海,0.28,move_out,76.137564,39.750346,121.487899,31.249162
阿克苏,上海,0.22,move_out,80.269846,41.171731,121.487899,31.249162
吐鲁番,上海,0.37,move_in,89.181595,42.96047,121.487899,31.249162
伊犁,上海,0.18,move_out,81.297854,43.922248,121.487899,31.249162
伊犁,上海,0.18,move_in,81.297854,43.922248,121.487899,31.249162
哈密,上海,0.53,move_in,93.528355,42.858596,121.487899,31.249162
乌鲁木齐,上海,0.65,move_out,87.564988,43.84038,121.487899,31.249162
乌鲁木齐,上海,0.36,move_in,87.564988,43.84038,121.487899,31.249162
昌吉,上海,0.11,move_in,87.296038,44.007058,121.487899,31.249162
克拉玛依,上海,0.17,move_out,84.88118,45.594331,121.487899,31.249162
克拉玛依,上海,0.19,move_in,84.88118,45.594331,121.487899,31.249162
阿勒泰,上海,0.4,move_out,88.137915,47.839744,121.487899,31.249162
阿勒泰,上海,0.61,move_in,88.137915,47.839744,121.487899,31.249162
