from,to,value,type,lng1,lat1,lng2,lat2
雅安,北京,0.2,move_in,103.009356,29.999716,116.395645,39.929986
眉山,北京,0.14,move_out,103.84143,30.061115,116.395645,39.929986
眉山,北京,0.22,move_in,103.84143,30.061115,116.395645,39.929986
乐山,北京,0.19,move_out,103.760824,29.600958,116.395645,39.929986
乐山,北京,0.31,move_in,103.760824,29.600958,116.395645,39.929986
凉山,北京,0.18,move_out,102.259591,27.892393,116.395645,39.929986
凉山,北京,0.31,move_in,102.259591,27.892393,116.395645,39.929986
和田,北京,0.59,move_in,79.930239,37.116774,116.395645,39.929986
喀什,北京,0.37,move_out,75.992973,39.470627,116.395645,39.929986
喀什,北京,0.29,move_in,75.992973,39.470627,116.395645,39.929986
阿克苏,北京,0.25,move_out,80.269846,41.171731,116.395645,39.929986
阿克苏,北京,0.27,move_in,80.269846,41.171731,116.395645,39.929986
巴音,北京,0.39,move_out,86.121688,41.771362,116.395645,39.929986
巴音,北京,0.7,move_in,86.121688,41.771362,116.395645,39.929986
博尔塔拉,北京,0.1,move_out,82.052436,44.913651,116.395645,39.929986
博尔塔拉,北京,0.31,move_in,82.052436,44.913651,116.395645,39.929986
吐鲁番,北京,0.31,move_out,89.181595,42.96047,116.395645,39.929986
吐鲁番,北京,0.29,move_in,89.181595,42.96047,116.395645,39.929986
伊犁,北京,0.52,move_out,81.297854,43.922248,116.395645,39.929986
伊犁,北京,0.36,move_in,81.297854,43.922248,116.395645,39.929986
哈密,北京,0.79,move_out,93.528355,42.858596,116.395645,39.929986
哈密,北京,0.81,move_in,93.528355,42.858596,116.395645,39.929986
乌鲁木齐,北京,1.3,move_out,87.564988,43.84038,116.395645,39.929986
乌鲁木齐,北京,0.88,move_in,87.564988,43.84038,116.395645,39.929986
昌吉,北京,0.22,move_out,87.296038,44.007058,116.395645,39.929986
昌吉,北京,0.24,move_in,87.296038,44.007058,116.395645,39.929986
塔城,北京,0.19,move_in,82.974881,46.758684,116.395645,39.929986
克拉玛依,北京,0.45,move_out,84.88118,45.594331,116.395645,39.929986
克拉玛依,北京,0.39,move_in,84.88118,45.594331,116.395645,39.929986
阿勒泰,北京,0.53,move_out,88.137915,47.839744,116.395645,39.929986
阿勒泰,北京,1.11,move_in,88.137915,47.839744,116.395645,39.929986
山南,北京,0.3,move_out,91.750644,29.229027,116.395645,39.929986
山南,北京,0.31,move_in,91.750644,29.229027,116.395645,39.929986
林芝,北京,0.32,move_out,94.349985,29.666941,116.395645,39.929986
林芝,北京,0.42,move_in,94.349985,29.666941,116.395645,39.929986
